City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
349,Qixingtai,100,CN,1579991181,88,30.41,111.89,37,11.25
350,Maragogi,89,BR,1579991183,83,-9.01,-35.22,82.2,11.99
351,Sokone,6,SN,1579991185,21,13.88,-16.37,85.84,16.71
352,Takab,93,IR,1579991186,84,36.4,47.11,7.05,1.48
352,Olafsvik,100,IS,1579991003,79,64.89,-23.71,35.91,13.38
353,Nsukka,4,NG,1579991190,14,6.86,7.39,72.95,4.61
354,Sioux Lookout,100,CA,1579991191,92,50.1,-91.92,27.7,3.15
355,San Quintin,90,MX,1579990987,60,30.48,-115.95,65.3,5.88
356,Goure,0,NE,1579991194,14,13.98,10.27,70,10
357,Ilhabela,91,BR,1579991075,67,-23.78,-45.36,76.71,4.23
358,Xunchang,7,CN,1579991198,81,28.45,104.72,41.63,2.35
359,Lesnoy,100,RU,1579991199,94,57.62,63.08,9.77,7.74
360,Makinsk,100,KZ,1579991201,91,52.63,70.42,8.78,20.78
360,Jumla,11,NP,1579991203,61,29.27,82.18,23.49,4.52
361,Kununurra,100,AU,1579990986,68,-15.77,128.73,85.19,3.49
362,Haines Junction,99,CA,1579990964,99,60.75,-137.51,-14.37,6.87
363,Vila Franca do Campo,100,PT,1579991108,86,37.72,-25.43,62.98,14.79
364,Teguise,0,ES,1579991209,72,29.06,-13.56,61.57,7.52
365,Kaeo,98,NZ,1579990956,70,-35.1,173.78,87.01,1.01
366,Birao,97,CF,1579991004,18,10.28,22.79,63.27,11.05
367,Batemans Bay,46,AU,1579991122,96,-35.72,150.18,77,1.01
368,Hojo,100,JP,1579991216,96,33.98,132.78,45,9.22
369,Saint-Augustin,34,CA,1579990962,77,51.23,-58.65,16.25,12.59
370,Northam,89,GB,1579990982,93,51.03,-4.22,46.99,5.01
371,Snaase,100,NO,1579991221,97,64.25,12.38,28.92,11.54
372,Najran,0,SA,1579990970,86,17.49,44.13,49.37,2.17
373,Iqaluit,13,CA,1579990950,60,63.75,-68.51,-27,8.99
374,Nurota,100,UZ,1579991226,97,40.56,65.69,27.86,5.99
375,Keetmanshoop,0,NA,1579991099,56,-26.58,18.13,65.14,15.5
376,Severo-Kuril'sk,100,RU,1579990949,91,50.68,156.12,17.74,42.77
377,Rock Sound,32,BS,1579991231,66,24.9,-76.2,73.47,5.39
378,Lukow,96,PL,1579991232,97,51.93,22.38,36,6.85
379,Millinocket,100,US,1579991234,34,45.66,-68.71,34,5.41
380,Manado,1,ID,1579991080,95,1.49,124.85,70.12,0.85
381,Codrington,85,AU,1579990956,93,-38.27,141.97,61.86,13.47
382,Pombas,100,CV,1579990965,79,17.15,-25.02,68.25,16.98
383,Westport,90,US,1579991069,100,41.14,-73.36,52,13.87
384,Nileshwar,74,IN,1579991242,80,12.25,75.1,78.67,5.39
385,Bayir,67,TR,1579990941,77,37.27,28.22,36.99,3.51
386,Kloulklubed,43,PW,1579991245,83,7.04,134.26,81.93,17.43
387,Powell River,100,CA,1579991247,96,49.85,-124.54,48,1.99
388,Atambua,70,ID,1579990989,82,-9.11,124.89,75.92,2.35
389,Bela,0,IN,1579991250,67,25.93,81.98,50.32,5.08
390,Semey,100,KZ,1579991252,91,50.41,80.23,20.68,8.46
391,Ixtapa,100,MX,1579990952,98,20.7,-105.2,73,1.99
392,Pacific Grove,33,US,1579991255,85,36.62,-121.92,68,1.99
393,Bushehr,2,IR,1579991257,74,28.97,50.84,55.76,15.05
394,Misratah,100,LY,1579991168,46,32.38,15.09,65.17,8.23
395,Wuxue,100,CN,1579990993,91,29.85,115.55,41.32,5.93
396,Bambanglipuro,54,ID,1579990960,88,-7.95,110.28,75.18,3.76
397,Sao Miguel do Araguaia,99,BR,1579991016,94,-13.28,-50.16,79,4.09
398,Turukhansk,97,RU,1579991265,94,65.82,87.98,3.76,1.99
398,Laohekou,100,CN,1579991267,91,32.39,111.67,35.6,1.81
399,Itaituba,100,BR,1579991268,93,-4.28,-55.98,77.85,6.6
400,Namsos,100,NO,1579991270,95,64.47,11.5,46,5.01
401,Ormara,0,PK,1579991272,81,25.21,64.64,72.03,16.49
401,Baghmara,0,IN,1579991273,64,23.8,86.21,52.68,3.22
402,Tadine,54,NC,1579990951,76,-21.55,167.88,78.89,14.52
403,Okha,0,RU,1579991039,82,53.57,142.95,-13.9,15.97
403,Tambopata,100,PE,1579991278,84,-12.73,-69.18,77.83,1.34
404,Mount Gambier,70,AU,1579990972,92,-37.83,140.77,61.81,5.19
405,Richards Bay,4,ZA,1579990989,82,-28.78,32.04,77,25.5
406,Lagoa,100,PT,1579990955,68,39.05,-27.98,58.48,9.48
406,Sindor,100,RU,1579991285,98,62.86,51.89,-3.03,4.81
407,Lompoc,1,US,1579990956,82,34.64,-120.46,73,8.05
408,Uthal,0,PK,1579991288,65,25.81,66.62,66.61,3.15
409,Veraval,0,IN,1579991124,31,20.9,70.37,65.97,7.43
410,Pedernales,84,DO,1579991002,78,18.04,-71.74,73.4,3.96
411,Shubarshi,99,KZ,1579991000,94,48.59,57.19,26.29,20.45
412,Yar-Sale,94,RU,1579990948,97,66.83,70.83,-1.37,5.44
413,San Fernando del Valle de Catamarca,87,AR,1579991296,31,-28.47,-65.79,96.01,8.99
414,Koungheul,88,SN,1579991298,9,13.98,-14.8,86.88,8.61
415,Kilindoni,100,TZ,1579991043,75,-7.91,39.67,82.04,6.33
416,Yakima,97,US,1579991301,76,46.47,-120.67,55.99,1.99
417,Statesboro,1,US,1579991303,47,32.45,-81.78,59,11.41
418,Khani,0,GE,1579991304,71,41.96,42.96,25.92,7.43
418,Tiarei,11,PF,1579990979,66,-17.53,-149.33,87.01,13
419,Fortuna,100,US,1579990941,84,40.6,-124.16,62.01,4
420,Fernley,1,US,1579991309,43,39.61,-119.25,57.99,2.04
421,Hofn,100,IS,1579990970,95,64.25,-15.21,35.69,4.03
422,Aykhal,100,RU,1579991007,100,66,111.5,-22.05,8.95
423,Idanre,89,NG,1579991314,16,7.11,5.12,74.16,1.74
424,Marawi,0,PH,1579990968,92,8,124.29,77,1.01
425,San Lorenzo,0,PY,1579991318,19,-25.33,-57.53,96.84,5.41
426,Mangrol,0,IN,1579990963,49,21.12,70.12,72.21,15.28
427,Birjand,4,IR,1579991321,79,32.87,59.22,35.47,5.44
428,Whitehorse,100,CA,1579991274,70,60.72,-135.05,-0.99,10
429,Ha Giang,50,VN,1579991324,91,22.83,104.98,43.56,4.34
430,Kudahuvadhoo,100,MV,1579990972,76,2.67,72.89,81.81,14.79
431,Vostok,0,RU,1579990951,88,46.49,135.88,-13.58,5.39
432,Darnah,28,LY,1579991329,58,32.77,22.64,60.1,4.65
433,Norden,75,DE,1579991331,93,53.6,7.2,36,8.05
433,Hambantota,91,LK,1579990986,75,6.12,81.12,78.6,22.03
433,Dicabisagan,100,PH,1579991076,90,17.08,122.42,74.44,8.34
434,Port Hardy,28,CA,1579990990,80,50.7,-127.42,46.76,4.59
435,Sol'-Iletsk,100,RU,1579991337,95,51.16,54.99,27.48,18.68
436,Saint George's,100,GD,1579990811,77,12.06,-61.75,79.39,10.65
437,Nabire,99,ID,1579990999,93,-3.37,135.48,74.03,1.7
438,Komatsu,100,JP,1579991342,71,36.4,136.45,35.01,9.15
439,Petropavlovskoye,100,RU,1579991344,97,52.07,84.11,25.23,3.67
440,Oranjemund,70,NA,1579990956,83,-28.55,16.43,67.05,10.69
441,Hervey Bay,23,AU,1579991347,64,-25.3,152.85,84,4
442,Sayat,100,TM,1579991349,77,38.78,63.88,33.64,9.44
443,Tumpat,47,MY,1579991103,94,6.2,102.17,75,1.01
444,Lashio,0,MM,1579991352,53,22.93,97.75,44.02,2.68
445,Sagone,100,FR,1579991354,100,42.12,8.7,44.6,9.17
446,Den Helder,55,NL,1579991355,91,52.96,4.76,39,15.39
447,Waterloo,100,CA,1579991357,92,43.47,-80.52,37.99,1.99
448,Shingu,100,JP,1579990995,92,33.73,135.98,51.22,14.43
449,Itupeva,67,BR,1579990990,44,-23.15,-47.06,78.01,7.25
450,Tongren,100,CN,1579991362,94,27.72,109.19,34.66,2.46
450,Pailon,81,BO,1579991364,20,-17.65,-62.75,100.13,3.44
451,Cabadiangan,0,PH,1579991365,83,9.75,122.47,78.22,4.23
452,Dauriya,100,RU,1579991367,78,49.93,116.87,-1.75,4.27
453,Auki,0,SB,1579990995,76,-8.77,160.7,83.41,6.08
454,Tagusao,64,PH,1579991370,92,9.19,117.81,74.55,1.32
455,Grindavik,20,IS,1579990964,65,63.84,-22.43,35.6,10.29
456,Grenaa,100,DK,1579991374,95,56.42,10.88,42.01,1.99
457,Alice Springs,0,AU,1579990946,49,-23.7,133.88,71.15,7.87
458,San Bartolome de Tirajana,29,ES,1579991377,70,27.92,-15.57,64,8.19
459,Sibu,36,MY,1579991379,10,2.3,111.82,77,1.79
460,Cuauhtemoc,100,MX,1579991205,26,28.42,-106.87,58.87,12.64
461,Berlevag,100,NO,1579990985,60,70.86,29.09,24.8,32.14
461,Tonekabon,5,IR,1579991384,67,36.82,50.87,48.06,10.09
462,San Policarpo,4,PH,1579991385,86,12.18,125.51,79.43,10.18
463,Byarozawka,80,BY,1579991387,92,53.72,25.5,34.86,10.04
464,Batsfjord,70,NO,1579991389,81,70.63,29.72,16.11,24.58
465,Murwillumbah,8,AU,1579991390,71,-28.32,153.4,82,1.01
466,Songjianghe,0,CN,1579991392,80,42.19,127.48,4.24,3.56
467,Zelenoborskiy,0,RU,1579991394,95,66.84,32.36,1.85,6.64
468,'Ahuimanu,12,US,1579990950,68,21.44,-157.84,80.01,8.97
469,Midland,0,US,1579991216,32,32,-102.08,73,8.01
470,Oussouye,100,SN,1579991091,53,12.48,-16.55,73.94,6.02
471,Charlottesville,0,US,1579991151,61,38.03,-78.48,52,7
472,Aguimes,21,ES,1579991402,70,27.91,-15.45,64,6.13
473,Merauke,68,ID,1579991001,91,-8.47,140.33,75.52,3.31
474,Diego de Almagro,77,CL,1579991405,64,-26.37,-70.05,69.04,6.02
475,Igaracu do Tiete,50,BR,1579991407,73,-22.51,-48.56,77,1.01
476,Kankan,9,GN,1579991409,14,10.39,-9.31,71.78,2.48
477,Oum Hadjer,0,TD,1579991410,20,13.3,19.7,58.84,11.68
478,Kamenka,100,RU,1579990981,87,51.32,42.77,35.01,13
478,Lavrentiya,0,RU,1579990968,73,65.58,-171,-14.71,0.89
479,Caravelas,100,BR,1579990954,79,-17.71,-39.25,79.52,18.19
480,Ust'-Kulom,100,RU,1579991417,97,61.69,53.69,2.84,3.94
481,Ipameri,100,BR,1579991419,93,-17.72,-48.16,69.69,4.54
482,Thinadhoo,100,MV,1579990997,81,0.53,72.93,82.22,14.07
483,Astana,90,KZ,1579991422,88,51.18,71.45,6.28,19.89
484,Mattru,0,SL,1579991424,96,7.62,-11.83,73.89,3.44
485,Igrim,40,RU,1579991425,99,63.19,64.42,-13.04,1.83
486,Pingzhuang,0,CN,1579991427,72,42.04,119.29,14,1.19
487,Bosaso,2,SO,1579990974,76,11.28,49.18,76.77,4.14
488,Wasilla,49,US,1579991221,66,61.58,-149.44,5,1.01
489,Binga,0,ZW,1579991432,79,-17.62,27.34,75.29,4.36
489,Wanning,100,CN,1579991434,92,18.8,110.4,66.27,10.54
490,Dharampuri,0,IN,1579991435,45,22.17,75.35,61.27,6.11
491,Fougamou,38,GA,1579991437,94,-1.22,10.58,75.56,1.03
491,Sakakah,9,SA,1579991434,78,29.97,40.21,39.18,7.85
492,Bereda,5,ES,1579991440,82,43.27,-7.54,45,1.01
492,Morki,95,RU,1579991442,96,56.43,48.99,18.7,2.44
492,Nakasongola,100,UG,1579991444,58,1.31,32.46,75.78,4.74
493,Malbork,56,PL,1579990955,100,54.04,19.03,42.01,9.4
494,Karligan,98,PH,1579991447,93,14.97,122.05,75.88,6.49
495,Wiarton,100,CA,1579991448,92,44.74,-81.13,36,5.01
496,Dunmore Town,0,BS,1579991450,67,25.5,-76.65,72.72,2.66
496,Bay Roberts,0,CA,1579991452,79,47.6,-53.26,19,4.14
497,Rapid Valley,75,US,1579991453,39,44.06,-103.15,46.99,17.22
498,Esna,0,EG,1579991455,78,25.29,32.55,42.58,2.84
499,Kasangulu,100,CD,1579991457,78,-4.59,15.17,82.4,2.24
499,Quelimane,16,MZ,1579991458,93,-17.88,36.89,72.64,4
500,Rocha,0,UY,1579990984,48,-34.48,-54.33,75.42,12.66
501,Yulara,0,AU,1579991009,20,-25.24,130.99,73.49,10.89
502,Salon,0,IN,1579991463,69,26.03,81.45,48.99,3.65
503,La Romana,44,DO,1579991465,86,18.43,-68.97,71.4,7.16
504,Aklavik,100,CA,1579990982,92,68.22,-135.01,-14.55,22.3
504,Rio Gallegos,100,AR,1579990988,46,-51.62,-69.22,57.9,34.78
505,Santa Rosa,76,PH,1579991470,91,14.31,121.11,75.99,1.01
