City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
304,Faanui,2,PF,1581309875,81,-16.48,-151.75,82.06,82.06,14.63
305,Tambura,0,SS,1581309877,16,5.6,27.47,74.07,74.07,10.78
306,Pochutla,5,MX,1581309878,88,15.74,-96.47,77,77,5.82
307,Ola,89,RU,1581309880,59,59.58,151.28,0.79,0.79,7
308,Rairangpur,22,IN,1581309881,48,22.27,86.18,64.4,64.4,4.7
308,Nishihara,40,JP,1581309883,45,26.18,127.76,65.5,66.2,10.29
309,Plettenberg Bay,11,ZA,1581309885,81,-34.05,23.37,69.85,69.85,1.23
310,Doha,99,QA,1581309800,68,25.29,51.53,66.38,66.99,19.46
311,Marystown,52,CA,1581309416,75,47.17,-55.15,21.63,21.63,18.32
312,Erice,40,IT,1581309890,93,38.04,12.59,50.45,55.4,6.93
313,Ilulissat,100,GL,1581309450,71,69.22,-51.1,8.6,8.6,10.29
314,Sao Manuel,68,BR,1581309868,10,-22.73,-48.57,72,72,4
315,Puro,56,PH,1581309895,68,12.48,123.38,79.54,79.54,20.07
315,Chauk,81,MM,1581309896,39,20.88,94.82,77.85,77.85,5.48
316,Atoyac,20,MX,1581309898,68,20.02,-103.53,64.4,64.4,2.48
317,Krasnogorsk,36,RU,1581309899,79,55.82,37.32,28.74,30.99,11.18
318,College,90,US,1581309901,92,64.86,-147.8,16.86,21.2,3.36
319,Karratha,64,AU,1581309627,83,-20.74,116.85,80.46,80.46,19.51
320,Inuvik,90,CA,1581309800,75,68.35,-133.72,-13,-13,5.82
321,Manggar,62,ID,1581309773,72,-2.88,108.27,82.63,82.63,5.91
322,Pacifica,75,US,1581309908,22,37.61,-122.49,55.35,60.01,23.04
323,Cururupu,24,BR,1581309675,99,-1.83,-44.87,73.06,73.06,0.98
324,Sligo,100,IE,1581309911,83,54.27,-8.47,38.19,39,21.99
325,Alice Springs,19,AU,1581309913,13,-23.7,133.88,102.2,102.2,11.41
326,Murree,0,PK,1581309914,58,33.91,73.39,53.82,54,4.7
327,Pandan,64,PH,1581309916,70,14.05,124.17,77.11,77.11,21.03
328,Victor Harbor,0,AU,1581309918,61,-35.57,138.62,82.71,86,16.11
329,Sinjar,27,IQ,1581309919,34,36.32,41.88,27.77,27.77,14.14
330,Te Anau,3,NZ,1581309921,72,-45.42,167.72,59.36,59.36,1.45
331,Luena,100,AO,1581309923,93,-11.78,19.92,65.8,65.8,5.84
332,Mola di Bari,12,IT,1581309924,61,41.06,17.09,47.12,48,8.05
333,Krasnosel'kup,99,RU,1581309926,98,65.7,82.47,-11.94,-11.94,7.23
333,Sakata,75,JP,1581309928,59,38.92,139.85,35.6,35.6,6.93
334,Vilcun,24,CL,1581309929,87,-38.65,-72.23,57.2,57.2,3.36
335,Santiago de Chuco,100,PE,1581309931,93,-8.15,-78.18,43.47,43.47,2.89
336,Florence,75,IT,1581309678,81,43.77,11.25,51.69,54,10.29
337,Port Macquarie,34,AU,1581309934,74,-31.43,152.92,83.1,84,12.75
338,Bandarbeyla,70,SO,1581309936,73,9.49,50.81,75.9,75.9,17.29
339,Paamiut,0,GL,1581309686,59,61.99,-49.67,4.66,4.66,8.19
340,San Julian,0,MX,1581309939,67,21.02,-102.17,59.31,59.31,5.66
341,Evensk,0,RU,1581309941,52,61.95,159.23,-3.1,-3.1,9.57
342,Sola,100,VU,1581309942,82,-13.88,167.55,84.33,84.33,22.17
343,Sanming,0,CN,1581309944,55,26.25,117.62,64.08,64.08,2.71
344,Chapleau,98,CA,1581309946,97,47.84,-83.4,8.64,8.64,3.29
345,San Joaquin,35,VE,1581309947,86,10.26,-67.79,75.38,75.38,8.86
346,Yichang,100,CN,1581309194,56,30.71,111.28,57.2,57.2,9.04
347,Maragogi,98,BR,1581309805,76,-9.01,-35.22,81.88,81.88,7.36
348,Duldurga,2,RU,1581309952,77,50.68,113.59,21.74,21.74,3.2
349,Terrace,90,CA,1581309725,93,54.52,-128.6,37.4,37.4,8.05
350,Porto-Novo,20,BJ,1581309955,88,6.5,2.6,82.4,82.4,8.05
351,Mahibadhoo,29,MV,1581309671,75,3.78,72.97,82.47,82.47,17.02
352,Yaan,39,NG,1581309959,86,7.38,8.57,71.38,71.38,3.33
352,Dunedin,0,NZ,1581309960,59,-45.87,170.5,62.42,62.42,18.75
353,Beloha,0,MG,1581309962,39,-25.17,45.05,88.54,88.54,8.57
354,Bushehr,17,IR,1581309647,50,28.97,50.84,58.73,60.8,4.7
355,Bayanday,80,RU,1581309965,96,53.07,105.51,34.32,34.32,1.79
356,Pathardi,58,IN,1581309967,51,19.17,75.18,77.5,77.5,13.78
357,Riachao das Neves,100,BR,1581309969,97,-11.75,-44.91,68.04,68.04,2.66
357,Wajid,2,SO,1581309489,57,3.81,43.25,79.54,79.54,14.63
358,Pathein,73,MM,1581309972,35,16.78,94.73,86.04,86.04,7.99
359,Torbay,75,CA,1581309313,72,47.67,-52.73,16.29,19,14.99
360,Safaga,0,EG,1581309823,46,26.73,33.94,50,50,19.46
361,Dingle,96,PH,1581309442,79,11,122.67,78.21,78.21,16.24
362,Porto Walter,32,BR,1581309978,96,-8.27,-72.74,72,72,2.15
363,Port-Cartier,75,CA,1581309725,61,50.03,-66.87,17.6,17.6,10.29
364,Mulchen,16,CL,1581309982,72,-37.72,-72.23,61.07,61.07,3
365,Coos Bay,1,US,1581309761,93,43.37,-124.22,39.4,41,5.82
366,Banjar,20,ID,1581309419,84,-8.19,114.97,86,86,13.87
367,Tilichiki,0,RU,1581309987,75,60.47,166.1,-17.9,-17.9,8.57
368,Phan Thiet,19,VN,1581309988,36,10.93,108.1,92.1,92.1,18.03
369,Praia da Vitoria,75,PT,1581309990,88,38.73,-27.07,62.6,62.6,9.78
370,Kinshasa,20,CD,1581309692,100,-4.32,15.32,75.2,75.2,1.12
371,Scottsbluff,1,US,1581309993,73,41.87,-103.67,23.56,26.01,5.82
372,Oliveira do Hospital,99,PT,1581309995,1,40.36,-7.86,48.22,53.01,3
373,Vanimo,52,PG,1581309997,79,-2.67,141.3,82.8,82.8,22.75
374,Faya,73,SA,1581309998,93,18.39,42.45,54.46,55.4,11.41
375,Lebyazhye,6,RU,1581310000,92,55.27,66.49,-2.16,-2.16,12.66
376,Cabra,18,ES,1581310001,93,37.47,-4.44,45.27,51.01,2.66
377,Opuwo,0,NA,1581309769,31,-18.06,13.84,67.75,67.75,5.77
378,Nhulunbuy,75,AU,1581310005,66,-12.23,136.77,89.6,89.6,12.75
379,Buchmany,0,UA,1581310006,74,51.07,28.04,29.61,29.61,18.39
380,Oranjemund,98,NA,1581310008,79,-28.55,16.43,65.26,65.26,13.4
381,Tekirdag,75,TR,1581310010,80,40.98,27.51,34.95,36,8.93
382,Griffith,90,US,1581310011,100,41.53,-87.42,34.75,36,8.37
383,Nioro,0,GM,1581310013,15,13.35,-15.75,66.29,66.29,5.37
384,Ulladulla,75,AU,1581309837,83,-35.35,150.47,74.61,77,11.41
385,Qaqortoq,0,GL,1581309547,52,60.72,-46.03,15.8,15.8,13.87
386,Tezu,26,IN,1581310018,36,27.92,96.17,72.34,72.34,4.79
387,Atambua,86,ID,1581310019,80,-9.11,124.89,80.15,80.15,7.43
388,Ligayan,87,PH,1581309701,67,4.65,119.47,81.99,81.99,4.05
389,Rome,90,US,1581309559,92,43.21,-75.46,30.65,33.8,9.17
390,Kouroussa,0,GN,1581310024,20,10.65,-9.88,59.95,59.95,1.97
391,Sitka,90,US,1581310026,93,57.05,-135.33,36.66,37.4,12.97
391,Hit,0,IQ,1581310028,30,33.64,42.83,35.17,35.17,15.57
392,Tiznit,0,MA,1581310029,27,29.58,-9.5,57.31,57.31,7.83
393,Juegang,83,CN,1581310031,51,32.32,121.19,59.5,60.01,5.39
394,Lucea,20,JM,1581310033,78,18.45,-78.17,76.53,77,6.93
395,Ancud,0,CL,1581309670,93,-41.87,-73.82,55.4,55.4,3.36
396,Alta Floresta,100,BR,1581310036,98,-9.88,-56.09,67.89,67.89,2.04
397,Olafsvik,100,IS,1581310037,65,64.89,-23.71,29.62,29.62,13.76
398,Rivne,31,UA,1581309953,73,50.62,26.23,26.6,26.6,8.95
399,Timra,97,SE,1581310041,100,62.49,17.33,37.71,39.2,10.29
400,La Rioja,75,ES,1581310043,100,42.25,-2.5,39.2,39.2,3.36
401,Adrar,100,MR,1581310045,17,20.5,-10.07,61.57,61.57,12.75
401,Lavrentiya,96,RU,1581310046,84,65.58,-171,-14.89,-14.89,6.2
402,Sumbe,100,AO,1581310048,88,-11.21,13.84,77.83,77.83,5.77
403,Nchelenge,97,ZM,1581309603,89,-9.35,28.73,71.37,71.37,2.91
404,Nouadhibou,0,MR,1581310051,77,20.93,-17.03,62.6,62.6,20.8
405,Shimanovsk,100,RU,1581310053,91,52,127.7,5.29,5.29,13
406,Kavieng,97,PG,1581310055,73,-2.57,150.8,84.18,84.18,17.76
407,Vao,100,NC,1581310059,84,-22.67,167.48,80.78,80.78,25.37
408,Marawi,100,PH,1581310060,84,8,124.29,80.01,80.01,8.01
408,Falmouth,88,GB,1581310062,65,50.15,-5.07,45.1,46.4,41.38
409,Chatra,0,IN,1581310064,55,24.22,84.87,62.6,62.6,4.7
410,Imbituba,28,BR,1581310065,94,-28.24,-48.67,71.6,71.6,11.41
411,Wuwei,3,CN,1581310067,12,37.93,102.64,46.02,46.02,5.91
412,Necochea,100,AR,1581310068,75,-38.55,-58.74,57.22,59,1.99
413,Marau,5,BR,1581310070,99,-28.45,-52.2,55.31,55.31,3.69
414,Kasongo,87,CD,1581310072,92,-4.45,26.67,73.65,73.65,2.39
415,Kondinskoye,90,RU,1581310073,93,59.65,67.41,3.47,3.47,14.45
416,Mount Isa,69,AU,1581310075,18,-20.73,139.5,100.4,100.4,13.87
417,Namatanai,48,PG,1581310077,70,-3.67,152.43,84.63,84.63,16.51
418,Poli,40,TZ,1581310078,93,-3.33,36.8,58.87,62.6,4.7
419,Oussouye,25,SN,1581310080,17,12.48,-16.55,64.63,64.63,5.66
420,Cochrane,75,CA,1581310020,63,51.18,-114.47,25.88,28.4,18.34
421,Honningsvag,40,NO,1581309601,80,70.98,25.97,32,32,11.41
422,Fairbanks,90,US,1581310028,92,64.84,-147.72,16.95,19.99,3.36
423,Port Moresby,90,PG,1581309787,70,-9.44,147.18,89.6,89.6,20.8
424,Mackay,40,AU,1581309717,70,-21.15,149.2,91.24,91.4,14.99
425,Kasongo-Lunda,52,CD,1581310090,97,-6.47,16.82,68.52,68.52,0.98
426,Mtwara,75,TZ,1581310091,88,-10.27,40.18,80.6,80.6,4.7
427,Ati,100,TD,1581310093,16,13.22,18.34,68.02,68.02,12.82
427,Hambantota,44,LK,1581310095,78,6.12,81.12,80.6,80.6,14.99
428,Tricase,5,IT,1581310096,93,39.93,18.36,41,41,5.82
429,Monteria,26,CO,1581310098,89,8.75,-75.88,75.27,75.27,4.54
430,Natchitoches,90,US,1581310100,100,31.77,-93.13,63.25,68,10.29
431,San Cristobal,40,VE,1581310101,69,7.77,-72.22,78.8,78.8,4.7
432,Itajai,75,BR,1581310103,88,-26.91,-48.66,69.26,71.6,8.05
433,Menongue,64,AO,1581309756,93,-14.66,17.69,62.91,62.91,4.74
434,Marabu,75,MY,1581310106,79,4.41,114.01,86,86,5.82
435,Salalah,20,OM,1581309826,68,17.02,54.09,69.8,69.8,3.36
436,Mossendjo,62,CG,1581310109,97,-2.95,12.73,71.53,71.53,1.74
436,Jevargi,66,IN,1581310111,47,17.02,76.77,80.37,80.37,10.78
436,Moss Point,75,US,1581310113,87,30.41,-88.53,61.39,64.99,6.93
437,Rio Pardo de Minas,100,BR,1581310114,91,-15.61,-42.54,64.02,64.02,3.51
438,Otane,0,NZ,1581310116,43,-39.88,176.63,77,77,7
439,Cabo Rojo,0,PR,1581310118,95,18.09,-67.15,71.87,75,6.24
439,Kosh-Agach,14,RU,1581310119,74,50,88.67,23.38,23.38,3.44
440,Palauig,54,PH,1581310121,54,15.44,119.9,84.56,84.56,5.28
441,Kaabong,58,UG,1581310123,38,3.48,34.15,74.79,74.79,10.92
442,Shache,0,CN,1581310124,66,38.42,77.24,43,43,1.01
443,Karaton,20,ID,1581310126,66,-6.34,106.1,88.38,89.01,4.7
444,Dois Corregos,68,BR,1581309976,10,-22.37,-48.38,72,72,5.01
445,Manama,33,BH,1581310129,68,26.22,50.58,63.59,64.4,18.34
446,Sal Rei,75,CV,1581310131,82,16.18,-22.92,68,68,19.46
447,Baoshan,82,CN,1581310133,86,46.56,131.42,9.41,9.41,4.16
448,Wenling,0,CN,1581310067,75,28.37,121.36,60.71,64,11.16
449,Nador,9,MA,1581310126,87,35.17,-2.93,46.89,50,0.85
450,Muravlenko,65,RU,1581310138,96,63.79,74.52,-3.15,-3.15,11.56
451,Pangkalanbuun,84,ID,1581310139,37,-2.68,111.62,97.92,97.92,0.92
452,Mozarlandia,100,BR,1581310141,98,-14.74,-50.57,68.54,68.54,5.23
453,Ranong,20,TH,1581309651,55,9.97,98.63,91.4,91.4,8.05
454,Sao Jose da Coroa Grande,98,BR,1581310144,76,-8.9,-35.15,81.88,81.88,7.36
455,Vaasa,90,FI,1581310146,93,63.08,21.67,37.35,41,20.8
456,Stornoway,85,GB,1581310148,61,58.21,-6.39,37.22,37.4,18.34
457,Byron Bay,13,AU,1581309938,78,-28.65,153.62,81.27,84,14.99
458,Iskateley,99,RU,1581310151,94,67.68,53.15,27.45,27.45,15.43
459,Mwandiga,20,TZ,1581310153,94,-4.83,29.66,69.8,69.8,6.76
460,Wilayat-e Zabul,57,AF,1581310154,69,32.25,67.25,29.12,29.12,3.98
461,Revda,75,RU,1581310156,84,56.8,59.93,8.6,8.6,13.42
462,Santa Luzia,75,BR,1581310158,88,-19.77,-43.85,68,68,9.17
463,Tomatlan,5,MX,1581310159,94,19.93,-105.25,66.81,66.81,2.01
464,Muisne,52,EC,1581310161,91,0.6,-80.03,75.92,75.92,2.75
464,Ingham,90,US,1581310163,100,42.6,-84.38,34.05,35.6,4.7
465,Grand-Santi,0,GF,1581310164,95,4.25,-54.38,67.42,67.42,2.55
466,Srandakan,99,ID,1581310166,74,-7.94,110.25,83.68,83.68,9.71
467,Opelousas,90,US,1581310168,88,30.53,-92.08,65.5,66.99,13.87
468,Bourail,100,NC,1581310169,81,-21.57,165.48,75.04,75.04,6.55
469,Linhares,100,BR,1581310171,95,-19.39,-40.07,75.13,75.13,4.14
470,Valparaiso,0,CL,1581310028,93,-33.04,-71.63,55.4,55.4,3.36
471,Loiza,20,PR,1581310174,74,18.43,-65.88,73.8,78.8,6.93
472,Lydenburg,81,ZA,1581310176,98,-25.1,30.46,69.01,69.01,1.63
473,Gorontalo,86,ID,1581310177,48,0.54,123.06,88.79,88.79,4.25
474,Vila Velha,40,BR,1581310174,61,-20.33,-40.29,82.4,82.4,9.17
475,Camocim,84,BR,1581310181,98,-2.9,-40.84,72.68,72.68,3.85
476,Muroto,20,JP,1581310182,32,33.28,134.15,53.6,53.6,6.93
477,Finschhafen,100,PG,1581310184,81,-6.6,147.87,83.12,83.12,30.47
478,Valenca,100,BR,1581310186,96,-13.37,-39.07,72.66,72.66,2.28
479,Zyryanovsk,100,KZ,1581310187,99,49.74,84.27,32.23,32.23,4.54
480,Omboue,56,GA,1581310189,95,-1.57,9.26,74.55,74.55,1.59
481,Anadyr,3,RU,1581310191,68,64.75,177.48,-16.6,-16.6,11.18
481,Goderich,100,CA,1581310192,86,43.75,-81.72,32.5,34,13.38
482,Katsuura,20,JP,1581310194,48,35.13,140.3,49.05,55.99,4.7
483,Kuytun,100,RU,1581310196,99,54.34,101.5,34.75,34.75,2.55
484,Golyshmanovo,0,RU,1581310197,91,56.4,68.37,-0.89,-0.89,13.67
485,Ende,54,ID,1581310199,70,-8.84,121.66,85.23,85.23,14.03
486,Tabou,5,CI,1581310201,95,4.42,-7.35,75.42,75.42,1.97
486,Vila Franca do Campo,40,PT,1581310202,93,37.72,-25.43,57.2,57.2,2.24
487,Altamira,27,BR,1581310204,99,-3.2,-52.21,70.97,70.97,1.14
488,Skelleftea,100,SE,1581310206,93,64.75,20.95,37.22,37.4,13.87
489,Heraclea,100,TR,1581310207,85,37.51,34.05,17.73,17.73,5.68
490,Poya,100,NC,1581310209,79,-21.35,165.15,79.25,79.25,22.32
491,Stephenville,90,US,1581310211,67,32.22,-98.2,62.01,68,13.87
492,Boke,0,GN,1581310212,91,10.94,-14.3,64.9,64.9,2.51
493,Xinyu,68,CN,1581310214,60,27.8,114.93,57.49,57.49,4.36
494,Tongzi,94,CN,1581310215,60,28.78,105.09,57.83,57.83,2.53
495,Skrunda,100,LV,1581310217,100,56.68,22.02,42.8,42.8,23.04
495,Luocheng,21,CN,1581310219,42,29.38,104.03,62.78,62.78,4.21
496,Hirado,40,JP,1581310220,54,33.36,129.55,55.74,57,14.99
497,Broome,90,US,1581309680,92,42.25,-75.83,30.4,33.01,9.17
498,Wanning,98,CN,1581310224,80,18.8,110.4,70,70,8.72
499,Gibsons,90,CA,1581310085,80,49.4,-123.5,38.12,41,4
500,Hofn,71,IS,1581309726,50,64.25,-15.21,37.72,37.72,9.91
501,Mecca,28,SA,1581310229,42,21.43,39.83,64.67,64.67,7.36
502,Nyurba,100,RU,1581310230,95,63.28,118.33,0.43,0.43,12.3
502,Celestun,48,MX,1581310232,76,20.87,-90.4,76.62,76.62,16.08
502,Roanoke,1,US,1581309961,69,37.27,-79.94,38.89,43,3.56
503,Durango,100,MX,1581310235,67,24.83,-104.83,49.66,49.66,3.56
504,Biak,88,ID,1581310237,59,-0.91,122.88,87.4,87.4,13.38
505,Egana,84,PH,1581310238,61,10.75,122.01,84.34,84.34,17.52
506,Kirkwood,90,US,1581310240,87,38.58,-90.41,44.28,46.4,10.29
507,Lincoln,1,US,1581310043,79,40.8,-96.67,25.03,27,5.82
508,Bonthe,31,SL,1581310243,87,7.53,-12.51,76.21,76.21,1.61
508,Tambilil,90,PH,1581310245,59,5.96,124.67,89.6,89.6,9.17
509,Alta Gracia,0,AR,1581310093,100,-31.65,-64.43,59.29,63,4.7
510,Maple Creek,98,CA,1581310248,94,49.92,-109.48,26.37,26.37,21.07
511,Talara,36,PE,1581310250,86,-4.58,-81.27,74.98,74.98,15.23
512,Edgewater,1,US,1581310251,100,28.99,-80.9,58.55,68,7.34
513,Chunskiy,100,RU,1581310253,98,56.08,99.63,32.94,32.94,8.97
514,Middleton,75,GB,1581310255,70,53.55,-2.2,41.41,44.01,25.28
515,Suluq,0,LY,1581310256,73,31.67,20.25,49.01,49.01,5.17
516,Hamilton,90,US,1581310258,86,39.18,-84.53,42.93,46,5.82
517,Aksarka,90,RU,1581309819,97,66.56,67.8,0.1,0.1,7.76
518,Daru,55,PG,1581310261,67,-9.08,143.21,89.47,89.47,2.48
519,Kupino,87,RU,1581310263,92,54.37,77.3,-1.71,-1.71,6.58
519,High Prairie,75,CA,1581310252,79,55.43,-116.49,25.45,25.45,12.33
520,Tres Passos,0,BR,1581310266,95,-27.46,-53.93,66.99,66.99,9.93
521,Naberera,81,TZ,1581310268,68,-4.2,36.93,70.79,70.79,4.9
521,Grand-Lahou,57,CI,1581310269,78,5.14,-5.02,82.49,82.49,9.69
522,Itoman,40,JP,1581310271,52,26.12,127.67,65.39,66.2,14.99
523,Sangueya,0,GN,1581310273,92,10.7,-14.37,68.25,68.25,4.97
524,OErnskoeldsvik,100,SE,1581310274,100,63.29,18.72,38.23,39.2,14.99
525,Palu,100,ID,1581310276,59,-0.89,119.87,80.64,80.64,4.72
526,Kasane,75,BW,1581310278,100,-17.82,25.15,69.8,69.8,5.82
526,Balagansk,85,RU,1581310279,86,54.01,103.05,28.96,28.96,3.89
